accessed_at,allergens,article_url,barcode,bpom_application_id,bpom_number,bpom_product_date,bpom_product_id,brand,carbohydrates_100g,categories,confidence_level,dataset,energy_kcal_100g,fat_100g,food_name,ingredients_as_label,labels,manufacturer,packaging,proteins_100g,province,record_id,salt_100g,source_api_url,source_url,sugars_100g,verification_status
2026-09-15T07:03:49.426418+00:00,,https://id.wikipedia.org/wiki/Kalimantan_Timur,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Kalimantan Timur,,,,,,Kalimantan Timur,trad-bdec53c6e651d20479ea,,,https://id.wikipedia.org/wiki/Kalimantan_Timur,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:03:50.392330+00:00,,https://id.wikipedia.org/wiki/Kalimantan_Utara,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Kalimantan Utara,,,,,,Kalimantan Utara,trad-e11c06d464b3712b4cda,,,https://id.wikipedia.org/wiki/Kalimantan_Utara,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:03:51.380198+00:00,,https://id.wikipedia.org/wiki/Sulawesi_Utara,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Sulawesi Utara,,,,,,Sulawesi Utara,trad-9e47af60f1d02a79ed95,,,https://id.wikipedia.org/wiki/Sulawesi_Utara,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:03:52.394883+00:00,,https://id.wikipedia.org/wiki/Doko-doko,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Doko-doko,,,,,,Sulawesi Tengah,trad-c00b6c18b1e955cd8aa2,,,https://id.wikipedia.org/wiki/Doko-doko,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:03:53.400758+00:00,,https://id.wikipedia.org/wiki/Doko-doko,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Doko-doko,,,,,,Sulawesi Selatan,trad-dbc7a62e49bf689ece47,,,https://id.wikipedia.org/wiki/Doko-doko,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:03:54.439321+00:00,,https://id.wikipedia.org/wiki/Doko-doko,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Doko-doko,,,,,,Sulawesi Tenggara,trad-73daab16effb364a467a,,,https://id.wikipedia.org/wiki/Doko-doko,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:03:55.423396+00:00,,https://id.wikipedia.org/wiki/Gorontalo,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Gorontalo,,,,,,Gorontalo,trad-9d8c3b9073c0d85e0ce9,,,https://id.wikipedia.org/wiki/Gorontalo,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:04:01.474197+00:00,,https://id.wikipedia.org/wiki/Sulawesi_Barat,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Sulawesi Barat,,,,,,Sulawesi Barat,trad-64f51c5abcf59ec5a10e,,,https://id.wikipedia.org/wiki/Sulawesi_Barat,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:04:02.540543+00:00,,https://id.wikipedia.org/wiki/Maluku,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Maluku,,,,,,Maluku,trad-e4614286d7b2a69f70d4,,,https://id.wikipedia.org/wiki/Maluku,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:04:03.535859+00:00,,https://id.wikipedia.org/wiki/Maluku_Utara,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Maluku Utara,,,,,,Maluku Utara,trad-7482ac89043016a8cec3,,,https://id.wikipedia.org/wiki/Maluku_Utara,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T06:33:47.321541+00:00,,https://id.wikipedia.org/wiki/Papua_Barat,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Papua Barat,,,,,,Papua Barat,trad-7bede4fbad9f023c1967,,,https://id.wikipedia.org/wiki/Papua_Barat,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:04:59.072366+00:00,,https://id.wikipedia.org/wiki/Papua_Barat_Daya,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Papua Barat Daya,,,,,,Papua Barat Daya,trad-44ab86896a4ac19c5255,,,https://id.wikipedia.org/wiki/Papua_Barat_Daya,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:05:00.075841+00:00,,https://id.wikipedia.org/wiki/Papua,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Papua,,,,,,Papua,trad-e89cd5a9f0f6453dee0e,,,https://id.wikipedia.org/wiki/Papua,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:05:01.097053+00:00,,https://id.wikipedia.org/wiki/Papua_Selatan,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Papua Selatan,,,,,,Papua Selatan,trad-3db91801fe44ed80e192,,,https://id.wikipedia.org/wiki/Papua_Selatan,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:05:02.150224+00:00,,https://id.wikipedia.org/wiki/Papua_Tengah,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Papua Tengah,,,,,,Papua Tengah,trad-9fdbb54d23a7a9fffe67,,,https://id.wikipedia.org/wiki/Papua_Tengah,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:05:03.165136+00:00,,https://id.wikipedia.org/wiki/Papua_Pegunungan,,,,,,,,traditional food candidate,low,traditional_food_candidate,,,Papua Pegunungan,,,,,,Papua Pegunungan,trad-1004b40be9da1b43f388,,,https://id.wikipedia.org/wiki/Papua_Pegunungan,,discovery candidate; provincial attribution and food identity require human review
2026-09-15T07:06:25.625472+00:00,,,80053835,,,,,Monini,0,en:plant-based-foods-and-beverages | en:plant-based-foods | en:fats | en:vegetable-fats | en:olive-tree-products | en:vegetable-oils | en:olive-oils | en:virgin-olive-oils | en:extra-virgin-olive-oils,medium,packaged_food,828,92,Classico - olio extra vergine di oliva,OLIO EXTRA VERGINE DI OLIVA,en:carbon-compensated-product | en:halal | en:kosher | en:carbon-trust | en:carbon-trust-carbon-neutral | en:orthodox-union-kosher,,en:glass | en:green-glass,0,,off-bf6b4219d2b528e5ce21,0,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,0,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.625550+00:00,en:gluten | en:soybeans,,0089686120714,,,,,indomie,61.25,en:plant-based-foods-and-beverages | en:plant-based-foods | en:legumes-and-their-products | en:legumes | en:seeds | en:dried-products | en:legume-seeds | en:dried-products-to-be-rehydrated | en:pastas | en:noodles | en:instant-noodles | en:soy-beans | en:cellophane-noodles,medium,packaged_food,475,21.25,Instant Noodles Mi Goreng,"wheat flour, edible vegetable oil (palm), salt, acidity regulators (potassium carbonate, sodium carbonate, sodium polyphosphate), thickener (guar gum), colouring (riboflavin), antioxidant (TBHQ).
Seasoning powder:
sugar, salt, monosodium, glutamate, garlic powder, artificial beef flavour powder, onion powder, yeast extract, caramel.
Seasoning Oil:
edible vegetable oil (palm), onion, chili powder.
sweet soy sauce.
Contains: _Wheat (Gluten)_ , _soybean_.",en:halal,,,8.75,,off-4bbcd995c36fe4396de4,3.25,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,10,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.625593+00:00,en:milk | en:Lait,,3451790188718,,,,,Elle & Vire,5.1,en:dairies | en:fermented-foods | en:fermented-milk-products | en:desserts | en:dairy-desserts | en:fermented-dairy-desserts | en:plain-fermented-dairy-desserts | en:Produit laitier,medium,packaged_food,104,7.5,Elle & vire desserts lactes mon grec nature,"Lait écrémé de vache, crème (issue de LAIT de vache), eau, protéines de LAIT, additifs alimentaires : stabilisant : pectine, agar-agar, fécule",en:made-in-france,,en:fresh | en:pot-polymere-et-materiau-composite | fr:opercule-materiau-composite-et-etiquette-papier | fr:pot-plastique,4,,off-a4fcc9c0e1c0cc4a21e3,0.14,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,4.2,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.625634+00:00,,,8906010500870,,,,,balaji,,en:plant-based-foods-and-beverages | en:plant-based-foods | en:snacks | en:cereals-and-potatoes | en:salty-snacks | en:sweet-snacks | en:appetizers | en:biscuits-and-cakes | en:biscuits-and-crackers | en:chips-and-fries | en:potatoes-and-their-products | en:biscuits | en:crisps | en:salty-snacks-made-from-potato | en:potato-crisps | en:wafers,medium,packaged_food,,,BALAJI CREAM ONION,Potato,,,,,,off-f04e6db9f91e3461af9c,,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.625705+00:00,en:milk | en:Lait,,3451790019142,,,,,Elle & Vire,16.7,en:dairies | en:desserts | en:dairy-desserts | en:chocolate-desserts | en:Produit laitier,medium,packaged_food,111,3.2,Elle & vire creme dessert chocolat,"LAIT de vache écrémé 72%, sucre, CRÈME 6%, chocolat 2,7% (pâte de
 cacao, sucre, cacao maigre), fécule, cacao maigre 1,8%, épaississant :
 carraghénanes, sel.",,,en:pot-pp-et-etiquette-pp,3.2,,off-f239c0fcce1c4e9aa913,0.16,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,14.2,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.625738+00:00,en:gluten | en:milk | en:mustard | en:nuts | en:sesame-seeds | en:soybeans,,8904071704527,,,,,,64.285714285714,en:snacks,medium,packaged_food,535.71428571429,28.571428571429,Plantain Chips (Yellow Banana Chips),"Plantain Banana (64%), Edible Vegetable Oil (Palmolein), Rock Salt. INGREDIENTS: Banane plantain (64%), huile végétale comestible (palmoléine), sel gemme. المكونات : موز الموز (٦٤) ، زت نا صالح للأل (النخل) ، ملح صخري ergy Advice Product is packed in a factory that handles Peanuts, Tree Nuts, Milk, Wheat, Sesame, Mustard and Soya. produit est emballé dans une usine qui traite des arachides, es noix, du lait, du blé, du sésame, de la moutarde et du soja. يتم تعبئة هذا المنتج في مصنع يتعامل مع الفول السوداني والمكسرات والحليب والقمح والسمسم والخردل وفول الصويا.",,,,3.5714285714286,,off-16a6e49c1953aa8961c8,2.1964285,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,0,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.625840+00:00,en:gluten | en:peanuts | en:soybeans,,8992760221028,,,,,BABYMONSTER OREO,72.463768115942,en:snacks | en:sweet-snacks | en:biscuits-and-cakes | en:biscuits-and-crackers | en:biscuits | en:filled-biscuits | en:sandwich-biscuits | en:chocolate-sandwich-cookies,medium,packaged_food,471.014492753623,21.7391304347826,17000725 Oreo Original (Vanilla),"wheat  flour, sugar, non-hydrogenated vegetable oil (palm), cocoa powder, fructose syrup, sodium bicarbonate (ins500), ammonium bicarbonate (ins503), corn starch, salt,  soy  lecithin (ins322), vanilla flavor,",en:halal | en:Haram,,en:ldpe-wrap,3.6231884057971,,off-195f17a1cdbda04f9480,1.26811594202899,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,39.8550724637681,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.625886+00:00,en:gluten | en:milk | en:soybeans,,8901058005080,,,,,Nestlé,49.8,en:snacks | en:sweet-snacks | en:biscuits-and-cakes | en:biscuits-and-crackers | en:cocoa-and-its-products | en:confectioneries | en:biscuits | en:chocolate-candies | en:bars | en:candy-chocolate-bars,medium,packaged_food,430,23.2,Munch Max,"Sugar, Refined Wheat Flour (Maida), Hydrogenated vegetable fats, Fractionated vegetable fat, Milk solids. Cocoa solids (3.9%), Emulsifier (Soya lecithin), Raising agent (500(ii)), Yeast, lodised salt, Flour treatment agent (516), Artificial (Vanilla) flavouring substance and Nature-Identical flavouring substance.",en:vegetarian | en:green-dot-india,,,5.6,,off-76a0886409c3b6d049cd,0.21575,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,34.3,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.625987+00:00,en:banana | en:gluten | en:nuts,,5010477346032,,,,,Jordans,65,en:plant-based-foods-and-beverages | en:plant-based-foods | en:breakfasts | en:cereals-and-potatoes | en:cereals-and-their-products | en:breakfast-cereals | en:cereals-with-fruits | en:mueslis | en:mueslis-with-fruits,medium,packaged_food,426,13,Crunchy Oat Granola Tropical Fruits,"Wholegrain _Oat_ Flakes 69%, Dried Tropical Fruits 15% (Dried Papaya (Papaya, Cane Sugar), Coconut Chips, Dried Pineapple Chunks (Pineapple, Cane Sugar, Pineapple Juice, Citric Acid), Dried Banana Chips (Banana, Coconut Oil, Sugar, Natural Flavouring), Sugar,  Rapeseed oil, sunflower oil, Honey 1%, Sunflower Seeds, Natural Flavouring.",en:vegetarian | en:no-palm-oil | en:The Wildlife Trusts,,,10,,off-a457da1a044b0fd6418d,0.05,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,22,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.626023+00:00,en:milk | en:Lait,,3451790019159,,,,,"Elle & Vire, Savencia",18,en:dairies | en:desserts | en:dairy-desserts | en:entremets-mousses-and-creamy-puddings | en:creamy-puddings | en:caramel-creamy-puddings | en:Produit laitier,medium,packaged_food,108,2.8,Elle & vire creme dessert caramel,"LAIT de vache écrémé 72%, CRÈME 9%, caramel 8%, sucre, fécule, sirop de glucose, épaississant : carraghénanes, arôme naturel (goût caramel), colorant : caramel ordinaire, sel.",,,en:pot-pp-et-etiquette-pp,2.6,,off-d6ec686ba642c7680a45,0.16,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,13.4,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.626056+00:00,en:milk | en:Lait,,3451790188831,,,,,"Elle & Vire, Elle&Vire International, Savencia",14.8,en:dairies | en:fermented-foods | en:desserts | en:fermented-milk-products | en:dairy-desserts | en:fermented-dairy-desserts,medium,packaged_food,143,7.5,Elle & vire desserts lactes mon grec miel,"LAIT écrémé de vache, crème (issue de LAIT de vache), eau, sucre, protéines
 de LAIT, miel (2 %), additifs alimentaires : stabilisants : pectine, agar-agar; fécule
 arôme naturel (goût miel)",en:made-in-france,,en:pot | en:pot-polymere-et-materiau-composite | fr:opercule-materiau-composite-et-etiquette-papier | fr:pot-plastique,4.1,,off-9d96cbd8910836b62c97,0.14,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,14,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.626109+00:00,en:gluten | en:sesame-seeds | en:soybeans,,0089686170726,,,,,indomie,,en:plant-based-foods-and-beverages | en:plant-based-foods | en:cereals-and-potatoes | en:cereals-and-their-products | en:dried-products | en:dried-products-to-be-rehydrated | en:pastas | en:noodles | en:instant-noodles | en:asian-foods | en:indonesian-foods,medium,packaged_food,,,Mi goreng Fried Noodles,"NOUILLES {Farine de blé (62%), huile de palme raffinée (contient antioxydant (E 319)), sel, régulateurs d'acidité (E 451, E 501, E 500), épaississant (E 412), colorant (E 101)}.
POUDRE D'ASSAISONNEMENT {Sel, sucre, exhausteur de goût (E 621, E 631, E 627), ail, saveur de poulet artificiel (soja), oignon, poivre blanc}.
HUILE D'ASSAISONNEMENT {Huile de palme raffinée (contient antioxydant (E 319)), échalote}.
SAUCE DE SOJA DOUCE {Sucre, eau, blé, soja, sel, épices, huile de sésame}.
SAUCE AU CHILI {Chili, eau, sucre, sel, amidon de tapioca, régulateurs d'acidite (E 260, E 330), exhausteur de goût (E 621, E 631, E 627), saveur d'ail, préservatifs (E 211, E 223)}.
ÉCHALOTE FRITS {Échalote, huile de palme raffinée}. 

CONTIENT: BLÉ, GLUTEN, SOJA, SESAME",en:halal,,en:plastic,,,off-9bc7302d9626e6536b04,,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.626145+00:00,en:gluten,,8997240600041,,,,,OATSIDE,7.9,en:beverages-and-beverages-preparations | en:plant-based-foods-and-beverages | en:beverages | en:plant-based-foods | en:cereals-and-potatoes | en:dairy-substitutes | en:cereals-and-their-products | en:milk-substitutes | en:plant-based-beverages | en:plant-based-milk-alternatives | en:cereal-based-drinks | en:oat-based-drinks,medium,packaged_food,65,3.2,12000992 OATSIDE Oat Milk,"Oat Base 96.7% (Water, Oats), Canola Oil, Dipotassium Phosphate, Calcium Carbonate, Salt, Vitamin E, B1, B3, B6, B12, Vitamin D",en:halal | en:fsc | en:fsc-mix | en:no-added-sugar,,,0.6,,off-1e09a2e27a539ea304ad,0.1,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,2.8,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.626175+00:00,en:milk | en:Lait,,3451790011917,,,,,"Elle&Vire, Elle&Vire International, Savencia",11.9,en:dairies | en:fermented-foods | en:desserts | en:fermented-milk-products | en:dairy-desserts | en:fermented-dairy-desserts,medium,packaged_food,132,7.5,Elle & vire desserts lactes mon grec vanille,"LAIT écrémé de vache, crème issue de LAIT de vache, eau, sucre, protéines
 de LAIT, additifs alimentaires : stabilisants : pectine, agar-agar ; fécule, arôme
 naturel de vanille",,,en:pot-polymere-et-materiau-composite | fr:opercule-materiau-composite-et-etiquette-papier | fr:pot-plastique,4.1,,off-ca4fad6ffc90bace2c0e,0.14,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,11.1,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.626206+00:00,,,8996001600269,,,,,Le Minerale,0,en:beverages-and-beverages-preparations | en:beverages | en:waters | en:spring-waters | en:mineral-waters | en:natural-mineral-waters | en:drinking-water,medium,packaged_food,0,0,Mountain Mineral Water,RH 30,en:halal,,fr:bouteille-pet,0,,off-941dbb619855f128f9b9,0.0151515151515152,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,0,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.626236+00:00,en:milk | en:Lait,,3451790011856,,,,,"Elle & Vire, Elle&Vire International, Savencia",14.1,en:dairies | en:fermented-foods | en:desserts | en:fermented-milk-products | en:dairy-desserts | en:fermented-dairy-desserts | en:yogurts | en:fermented-dairy-desserts-with-fruits | en:fruit-yogurts | en:greek-style-yogurts | en:Produit laitier,medium,packaged_food,140,7.5,Elle & vire desserts lactes mon grec fraise,"Lait écrémé de vache, crème (issue de LAIT de vache), sucre, eau, fraise 5,5%, protéines de LAIT, additifs alimentaires : stabilisant : pectine, agar-agar, fécule, arôme naturel (goût fraise)",en:green-dot | en:made-in-france,,en:fresh | en:pot-polymere-et-materiau-composite | fr:opercule-materiau-composite-et-etiquette-papier | fr:pot-plastique,4.1,,off-46111f1b14ab95b1c1b1,0.14,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,13.7,source-recorded; community-contributed; not independently label-verified
2026-09-15T07:06:25.626266+00:00,en:milk | en:Lait,,3451790886256,,,,,"Elle & Vire, Elle&Vire International",16.3,en:dairies | en:fermented-foods | en:desserts | en:fermented-milk-products | en:dairy-desserts | en:fermented-dairy-desserts | en:yogurts | en:fermented-dairy-desserts-with-fruits | en:fruit-yogurts | en:Produit laitier,medium,packaged_food,95,2.3,Elle & vire desserts lactes fruits myrtille,"LAIT écrémé de vache, eau, sucre, myrtille (6%), crème de LAIT de vache,
 fécule, additifs alimentaires : stabilisants : pectine, agar-agar, arôme naturel (goût
 myrtille)",en:green-dot | en:made-in-france,,en:pot-polymere-et-materiau-composite | fr:opercule-materiau-composite-et-etiquette-papier | fr:pot-plastique,2.2,,off-a8a50431991ced1c546a,0.09,https://world.openfoodfacts.org/api/v2/search,https://world.openfoodfacts.org/data,12.8,source-recorded; community-contributed; not independently label-verified
