Food Code,Food Name,Group,Number,Type,accessed_at,confidence_level,record_id,source_type,source_url,verification_status
DR083,"Angled loofah, fresh",Vegetables,16,Raw,2026-09-15T06:22:31.314892+00:00,high,panganku-ifct-16,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER075,"Angleng banana (ampyang banana), fresh",Fruits,17,Raw,2026-09-15T06:22:31.314895+00:00,high,panganku-ifct-17,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP023,"Anyang, vegetables",Vegetables,18,Processed/Products,2026-09-15T06:22:31.314899+00:00,high,panganku-ifct-18,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP027,"Apang, steamed, kue",Cereals,19,Processed/Products,2026-09-15T06:22:31.314903+00:00,high,panganku-ifct-19,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP028,"Apem, kue",Cereals,20,Processed/Products,2026-09-15T06:22:31.314906+00:00,high,panganku-ifct-20,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER004,"Apple, fresh",Fruits,21,Raw,2026-09-15T06:22:31.314910+00:00,high,panganku-ifct-21,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP024,"Ares, vegetables",Vegetables,22,Processed/Products,2026-09-15T06:22:31.314914+00:00,high,panganku-ifct-22,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP064,"Arrowroot, flour",Starchy Roots & Tubers,23,Processed/Products,2026-09-15T06:22:31.314917+00:00,high,panganku-ifct-23,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BR001,"Arrowroot, fresh",Starchy Roots & Tubers,24,Raw,2026-09-15T06:22:31.314921+00:00,high,panganku-ifct-24,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP025,Arwan sisir,Vegetables,25,Processed/Products,2026-09-15T06:22:31.314925+00:00,high,panganku-ifct-25,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NR001,"Asam arang coklat, fresh",Herbs and Spices,26,Raw,2026-09-15T06:22:31.314929+00:00,high,panganku-ifct-26,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NR002,"Asam arang merah, fresh",Herbs and Spices,27,Raw,2026-09-15T06:22:31.314933+00:00,high,panganku-ifct-27,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NR003,"Asam gelugur, dried",Herbs and Spices,28,Raw,2026-09-15T06:22:31.314936+00:00,high,panganku-ifct-28,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NR004,"Asam gelugur, fresh",Herbs and Spices,29,Raw,2026-09-15T06:22:31.314939+00:00,high,panganku-ifct-29,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER016,"Asam paya, fresh",Fruits,30,Raw,2026-09-15T06:22:31.314943+00:00,high,panganku-ifct-30,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NR006,"Asam payak, fresh",Herbs and Spices,31,Raw,2026-09-15T06:22:31.314946+00:00,high,panganku-ifct-31,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR006,"Ash gourd, fresh",Vegetables,32,Raw,2026-09-15T06:22:31.314950+00:00,high,panganku-ifct-32,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR011,"Asian swamp eel, fresh",Fish and Other Seafood,33,Raw,2026-09-15T06:22:31.314953+00:00,high,panganku-ifct-33,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR044,"Athlantic threadfin, fresh",Fish and Other Seafood,34,Raw,2026-09-15T06:22:31.314956+00:00,high,panganku-ifct-34,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER001,"Avocado, fresh",Fruits,35,Raw,2026-09-15T06:22:31.314960+00:00,high,panganku-ifct-35,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER076,"Ayam banana, fresh",Fruits,36,Raw,2026-09-15T06:22:31.314963+00:00,high,panganku-ifct-36,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP039,"Baby anchovies, dried, raw",Fish and Other Seafood,37,Processed/Products,2026-09-15T06:22:31.314966+00:00,high,panganku-ifct-37,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AR015,"Baby corn, yellow, raw",Cereals,38,Raw,2026-09-15T06:22:31.314969+00:00,high,panganku-ifct-38,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP013,"Bagea, coconut, savory",Starchy Roots & Tubers,39,Processed/Products,2026-09-15T06:22:31.314973+00:00,high,panganku-ifct-39,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP014,"Bagea, coconut, sweet",Starchy Roots & Tubers,40,Processed/Products,2026-09-15T06:22:31.314977+00:00,high,panganku-ifct-40,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP015,"Bagea, pili nut, savory",Starchy Roots & Tubers,41,Processed/Products,2026-09-15T06:22:31.314980+00:00,high,panganku-ifct-41,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP016,"Bagea, pili nut, sweet",Starchy Roots & Tubers,42,Processed/Products,2026-09-15T06:22:31.314984+00:00,high,panganku-ifct-42,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP017,"Bagea, quality 1",Starchy Roots & Tubers,43,Processed/Products,2026-09-15T06:22:31.314988+00:00,high,panganku-ifct-43,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP018,"Bagea, quality 2",Starchy Roots & Tubers,44,Processed/Products,2026-09-15T06:22:31.314991+00:00,high,panganku-ifct-44,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR055,"Bago leaves, fresh",Vegetables,45,Raw,2026-09-15T06:22:31.314995+00:00,high,panganku-ifct-45,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR119,"Bago rind, fresh",Vegetables,46,Raw,2026-09-15T06:22:31.314999+00:00,high,panganku-ifct-46,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR128,"Bago, fresh",Vegetables,47,Raw,2026-09-15T06:22:31.315003+00:00,high,panganku-ifct-47,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR062,"Bagrid catfish, fresh",Fish and Other Seafood,48,Raw,2026-09-15T06:22:31.315006+00:00,high,panganku-ifct-48,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP030,"Bakpia, kue",Cereals,49,Processed/Products,2026-09-15T06:22:31.315010+00:00,high,panganku-ifct-49,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP031,Bakwan,Cereals,50,Processed/Products,2026-09-15T06:22:31.315013+00:00,high,panganku-ifct-50,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP093,"Balado anchovy, dish",Fish and Other Seafood,51,Processed/Products,2026-09-15T06:22:31.315017+00:00,high,panganku-ifct-51,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP060,Balamak pumpkin,Vegetables,52,Processed/Products,2026-09-15T06:22:31.315021+00:00,high,panganku-ifct-52,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR026,"Bali goseweed leaves, fresh",Vegetables,53,Raw,2026-09-15T06:22:31.315024+00:00,high,panganku-ifct-53,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR049,"Bali sardinella, fresh",Fish and Other Seafood,54,Raw,2026-09-15T06:22:31.315028+00:00,high,panganku-ifct-54,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP003,"Bambara groundnut, boiled",Grains and Legumes,55,Processed/Products,2026-09-15T06:22:31.315032+00:00,high,panganku-ifct-55,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR005,"Bambara groundnut, dried",Grains and Legumes,56,Raw,2026-09-15T06:22:31.315035+00:00,high,panganku-ifct-56,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR006,"Bambara groundnut, fresh",Grains and Legumes,57,Raw,2026-09-15T06:22:31.315039+00:00,high,panganku-ifct-57,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP002,"Bambara groundnut, fried",Grains and Legumes,58,Processed/Products,2026-09-15T06:22:31.315043+00:00,high,panganku-ifct-58,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR138,"Bamboo shoot, fresh",Vegetables,59,Raw,2026-09-15T06:22:31.315047+00:00,high,panganku-ifct-59,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
EP014,Banana flour,Fruits,60,Processed/Products,2026-09-15T06:22:31.315050+00:00,high,panganku-ifct-60,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR092,"Banana, flower, fresh",Vegetables,61,Raw,2026-09-15T06:22:31.315053+00:00,high,panganku-ifct-61,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP046,"Bangket, kue",Starchy Roots & Tubers,62,Processed/Products,2026-09-15T06:22:31.315057+00:00,high,panganku-ifct-62,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP025,"Banjar peda fish, mentah",Fish and Other Seafood,63,Processed/Products,2026-09-15T06:22:31.315061+00:00,high,panganku-ifct-63,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP032,Bantal,Cereals,64,Processed/Products,2026-09-15T06:22:31.315065+00:00,high,panganku-ifct-64,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AR019,"Barley, raw",Cereals,65,Raw,2026-09-15T06:22:31.315068+00:00,high,panganku-ifct-65,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
EP001,Barongko,Fruits,66,Processed/Products,2026-09-15T06:22:31.315073+00:00,high,panganku-ifct-66,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP033,Baruasa,Cereals,67,Processed/Products,2026-09-15T06:22:31.315078+00:00,high,panganku-ifct-67,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR067,"Basil leaves, fresh",Vegetables,68,Raw,2026-09-15T06:22:31.315082+00:00,high,panganku-ifct-68,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP034,Batar daan,Cereals,69,Processed/Products,2026-09-15T06:22:31.315086+00:00,high,panganku-ifct-69,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP003,"Batatas tali, tubers, boiled",Starchy Roots & Tubers,70,Processed/Products,2026-09-15T06:22:31.315089+00:00,high,panganku-ifct-70,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BR003,"Batatas, coconut, tubers, fresh",Starchy Roots & Tubers,71,Raw,2026-09-15T06:22:31.315094+00:00,high,panganku-ifct-71,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP001,"Batatas, coconut, tubers, grilled",Starchy Roots & Tubers,72,Processed/Products,2026-09-15T06:22:31.315098+00:00,high,panganku-ifct-72,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP002,"Batatas, coconut, tubers, steamed",Starchy Roots & Tubers,73,Processed/Products,2026-09-15T06:22:31.315102+00:00,high,panganku-ifct-73,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BR002,"Batatas, lesser yam, fresh",Starchy Roots & Tubers,74,Raw,2026-09-15T06:22:31.315106+00:00,high,panganku-ifct-74,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NR017,"Bay leaf, ground",Herbs and Spices,75,Raw,2026-09-15T06:22:31.315111+00:00,high,panganku-ifct-75,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HP005,"Bayau mi balu, dish",Eggs,76,Processed/Products,2026-09-15T06:22:31.315115+00:00,high,panganku-ifct-76,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR002,"Bean sprouts, fresh",Vegetables,77,Raw,2026-09-15T06:22:31.315119+00:00,high,panganku-ifct-77,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR148,"Bean sprouts, fresh",Vegetables,78,Raw,2026-09-15T06:22:31.315124+00:00,high,panganku-ifct-78,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP003,"Bean, boiled",Vegetables,79,Processed/Products,2026-09-15T06:22:31.315128+00:00,high,panganku-ifct-79,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR013,"Bean, fresh",Vegetables,80,Raw,2026-09-15T06:22:31.315132+00:00,high,panganku-ifct-80,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP037,Beancurd,Grains and Legumes,81,Processed/Products,2026-09-15T06:22:31.315136+00:00,high,panganku-ifct-81,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP038,"Beancurd, steamed",Grains and Legumes,82,Processed/Products,2026-09-15T06:22:31.315140+00:00,high,panganku-ifct-82,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP026,Beberuk,Vegetables,83,Processed/Products,2026-09-15T06:22:31.315144+00:00,high,panganku-ifct-83,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP036,Beef burger,Meat and Poultry,84,Processed/Products,2026-09-15T06:22:31.315148+00:00,high,panganku-ifct-84,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP070,"Beef leg soup, dish",Meat and Poultry,85,Processed/Products,2026-09-15T06:22:31.315151+00:00,high,panganku-ifct-85,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP062,"Beef Rendang, dish",Meat and Poultry,86,Processed/Products,2026-09-15T06:22:31.315155+00:00,high,panganku-ifct-86,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP069,"Beef soup, dish",Meat and Poultry,87,Processed/Products,2026-09-15T06:22:31.315158+00:00,high,panganku-ifct-87,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP037,"Beef teriyaki, dish",Meat and Poultry,88,Processed/Products,2026-09-15T06:22:31.315162+00:00,high,panganku-ifct-88,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP038,"Beef yakiniku, dish",Meat and Poultry,89,Processed/Products,2026-09-15T06:22:31.315166+00:00,high,panganku-ifct-89,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR028,"Beef, black pudding/ blood",Meat and Poultry,90,Raw,2026-09-15T06:22:31.315169+00:00,high,panganku-ifct-90,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR032,"Beef, brain, fresh",Meat and Poultry,91,Raw,2026-09-15T06:22:31.315172+00:00,high,panganku-ifct-91,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR033,"Beef, intestine, fresh",Meat and Poultry,92,Raw,2026-09-15T06:22:31.315176+00:00,high,panganku-ifct-92,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR029,"Beef, kidney, fresh",Meat and Poultry,93,Raw,2026-09-15T06:22:31.315179+00:00,high,panganku-ifct-93,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR031,"Beef, liver, fresh",Meat and Poultry,94,Raw,2026-09-15T06:22:31.315184+00:00,high,panganku-ifct-94,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP017,"Beef, liverworst",Meat and Poultry,95,Processed/Products,2026-09-15T06:22:31.315188+00:00,high,panganku-ifct-95,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP019,"Beef, lung, fried",Meat and Poultry,96,Processed/Products,2026-09-15T06:22:31.315191+00:00,high,panganku-ifct-96,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP018,"Beef, lung, jerked meat, raw",Meat and Poultry,97,Processed/Products,2026-09-15T06:22:31.315195+00:00,high,panganku-ifct-97,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP015,"Beef, meat, corned",Meat and Poultry,98,Processed/Products,2026-09-15T06:22:31.315199+00:00,high,panganku-ifct-98,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR024,"Beef, meat, fat, fresh",Meat and Poultry,99,Raw,2026-09-15T06:22:31.315202+00:00,high,panganku-ifct-99,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP014,"Beef, meat, jerked meat, raw",Meat and Poultry,100,Processed/Products,2026-09-15T06:22:31.315205+00:00,high,panganku-ifct-100,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR025,"Beef, meat, laen, fresh",Meat and Poultry,101,Raw,2026-09-15T06:22:31.315209+00:00,high,panganku-ifct-101,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR026,"Beef, meat, medium fat, fresh",Meat and Poultry,102,Raw,2026-09-15T06:22:31.315212+00:00,high,panganku-ifct-102,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP013,"Beef, meat, smoked",Meat and Poultry,103,Processed/Products,2026-09-15T06:22:31.315215+00:00,high,panganku-ifct-103,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP016,"Beef, meat, worst",Meat and Poultry,104,Processed/Products,2026-09-15T06:22:31.315219+00:00,high,panganku-ifct-104,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR027,"Beef, offal, fresh",Meat and Poultry,105,Raw,2026-09-15T06:22:31.315222+00:00,high,panganku-ifct-105,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP011,"Beef, shredded",Meat and Poultry,106,Processed/Products,2026-09-15T06:22:31.315226+00:00,high,panganku-ifct-106,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP012,"Beef, shredded, original",Meat and Poultry,107,Processed/Products,2026-09-15T06:22:31.315230+00:00,high,panganku-ifct-107,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR023,"Beef, tripe (babat), fresh",Meat and Poultry,108,Raw,2026-09-15T06:22:31.315234+00:00,high,panganku-ifct-108,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
